ID,Mandante,Chutes,Chutes a gol,Posse de bola,Passes,Faltas,Impedimentos,Escanteios,Venceu
6355,0,11,0,47%,416,16,4,9,0
6356,1,17,0,59%,552,15,0,6,3
6356,0,7,0,41%,409,12,2,5,0
6357,1,8,0,56%,509,19,1,1,0
6357,0,8,0,44%,397,20,6,6,3
6358,1,17,0,44%,363,14,0,8,0
6358,0,15,0,56%,485,11,0,5,3
6359,1,12,0,40%,344,17,2,3,1
6359,0,15,0,60%,525,21,1,3,1
6360,1,10,0,51%,315,16,1,4,1
6360,0,15,0,49%,325,16,0,3,1
6361,1,11,0,64%,424,13,3,7,3
6361,0,6,0,36%,247,29,2,6,0
6362,1,2,0,51%,354,20,2,7,3
6362,0,11,0,49%,330,17,0,4,0
6363,1,16,0,57%,541,10,3,4,1
6363,0,9,0,43%,415,15,2,2,1
6364,1,17,0,56%,402,13,2,7,0
6364,0,5,0,44%,341,12,1,4,3
6365,1,16,0,59%,497,11,5,11,0
6365,0,9,0,41%,363,15,1,2,3
6366,1,13,3,48%,444,18,0,13,3
6366,0,14,5,52%,472,22,2,5,0
6367,1,14,0,34%,267,16,3,4,3
6367,0,14,0,66%,520,12,2,5,0
6368,1,11,0,52%,506,12,0,6,3
6368,0,6,0,48%,474,12,1,1,0
6369,1,13,0,46%,281,15,6,6,3
6369,0,8,0,54%,325,18,3,4,0
6370,1,18,0,59%,467,21,1,7,0
6370,0,21,0,41%,322,10,1,4,3
6371,1,13,5,60%,522,12,3,6,3
6371,0,18,3,40%,351,14,2,5,0
6372,1,10,0,67%,698,5,1,6,3
6372,0,10,0,33%,331,17,2,7,0
6373,1,11,0,55%,439,20,0,4,1
6373,0,13,0,45%,360,20,4,6,1
6374,1,9,0,55%,237,22,3,11,0
6374,0,11,0,45%,203,19,8,7,3
6375,1,13,0,31%,243,14,4,10,3
6375,0,13,0,69%,562,13,2,6,0
6376,1,18,0,44%,446,5,4,6,3
6376,0,13,0,56%,577,12,0,2,0
6377,1,13,0,65%,581,16,4,5,3
6377,0,11,0,35%,323,14,1,2,0
6378,1,13,0,48%,426,8,1,8,0
6378,0,8,0,52%,460,16,2,4,3
6379,1,15,0,57%,422,29,1,8,3
6379,0,9,0,43%,333,13,3,2,0
6380,1,21,0,47%,369,13,3,13,1
6380,0,15,0,53%,410,15,3,13,1
6381,1,14,0,47%,363,13,5,1,3
6381,0,12,0,53%,395,15,4,4,0
6382,1,11,0,40%,265,12,1,6,0
6382,0,14,0,60%,392,13,0,8,3
6383,1,12,0,62%,484,20,4,5,0
6383,0,11,0,38%,316,18,0,3,3
6384,1,13,0,68%,534,18,3,5,1
6384,0,7,0,32%,262,24,2,1,1
6385,1,14,0,40%,305,12,6,8,1
6385,0,14,0,60%,442,15,0,6,1
6386,1,13,0,59%,471,20,2,6,3
6386,0,11,0,41%,327,11,1,3,0
6387,1,18,0,43%,318,16,4,9,3
6387,0,11,0,57%,433,14,7,3,0
6388,1,21,0,63%,499,20,3,9,3
6388,0,8,0,37%,293,21,2,4,0
6389,1,18,0,45%,418,7,3,5,1
6389,0,10,0,55%,516,9,4,5,1
6390,1,10,0,51%,438,20,1,1,1
6390,0,15,0,49%,433,13,2,2,1
6391,1,20,0,54%,461,10,3,10,1
6391,0,7,0,46%,411,20,2,5,1
6392,1,14,0,51%,400,13,3,4,1
6392,0,6,0,49%,397,15,1,5,1
6393,1,18,0,73%,629,16,3,6,1
6393,0,12,0,27%,242,12,1,2,1
6394,1,15,0,59%,501,19,0,8,3
6394,0,12,0,41%,360,23,2,3,0
6395,1,13,0,51%,459,10,0,3,3
6395,0,19,0,49%,441,10,3,9,0
6396,1,10,0,37%,282,13,2,3,3
6396,0,8,0,63%,480,21,1,5,0
6397,1,9,0,56%,515,11,2,5,3
6397,0,13,0,44%,400,6,2,5,0
6398,1,13,0,43%,322,21,2,6,0
6398,0,11,0,57%,419,13,0,4,3
6399,1,21,0,54%,338,21,3,7,1
6399,0,8,0,46%,306,10,1,9,1
6400,1,8,0,43%,369,13,0,3,3
6400,0,14,0,57%,486,20,1,3,0
6401,1,10,0,48%,333,19,0,8,3
6401,0,4,0,52%,371,27,1,2,0
6402,1,19,0,65%,526,16,0,4,3
6402,0,12,0,35%,289,26,6,2,0
6403,1,17,0,40%,372,16,2,2,0
6403,0,10,0,60%,546,14,1,4,3
6404,1,6,0,70%,495,22,4,6,3
6404,0,7,0,30%,225,27,4,2,0
6405,1,21,0,57%,504,12,2,3,0
6405,0,4,0,43%,387,13,1,2,3
6406,1,11,0,66%,438,17,0,4,3
6406,0,14,0,34%,234,17,2,3,0
6407,1,4,0,43%,397,10,3,3,3
6407,0,15,0,57%,522,11,0,3,0
6408,1,13,0,45%,399,14,4,8,3
6408,0,8,0,55%,484,17,2,4,0
6409,1,16,0,47%,307,14,1,10,1
6409,0,9,0,53%,349,12,3,2,1
6410,1,14,0,78%,761,11,2,4,1
6410,0,11,0,22%,216,14,1,2,1
6411,1,6,0,47%,295,20,1,4,3
6411,0,7,0,53%,327,15,3,3,0
6412,1,14,0,60%,553,7,2,5,3
6412,0,10,0,40%,364,11,0,4,0
6413,1,17,0,39%,262,16,0,7,0
6413,0,8,0,61%,421,18,1,5,3
6414,1,13,0,54%,341,12,3,7,3
6414,0,7,0,46%,314,13,3,4,0
6415,1,13,0,51%,381,11,4,9,0
6415,0,6,0,49%,399,13,2,3,3
6416,1,15,0,65%,559,16,1,1,3
6416,0,14,0,35%,304,20,4,5,0
6417,1,12,0,49%,440,10,4,7,0
6417,0,15,0,51%,442,10,3,5,3
6418,1,6,0,36%,309,12,1,2,0
6418,0,6,0,64%,540,21,0,3,3
6419,1,14,0,48%,358,21,4,9,3
6419,0,4,0,52%,402,12,2,5,0
6420,1,23,0,40%,361,18,3,4,3
6420,0,12,0,60%,517,12,5,2,0
6421,1,15,0,51%,444,19,1,5,3
6421,0,6,0,49%,442,23,4,0,0
6422,1,11,0,56%,553,18,2,4,3
6422,0,1,0,44%,437,15,3,4,0
6423,1,12,6,65%,577,14,2,8,1
6423,0,4,0,35%,316,17,0,1,1
6424,1,12,0,69%,494,14,1,9,1
6424,0,6,0,31%,227,20,1,4,1
6425,1,15,0,61%,579,12,2,10,1
6425,0,6,0,39%,391,20,3,2,1
6426,1,13,0,54%,376,8,1,6,0
6426,0,20,0,46%,332,21,1,9,3
6427,1,17,0,39%,317,8,2,8,3
6427,0,14,0,61%,490,9,4,15,0
6428,1,7,0,38%,227,11,6,6,0
6428,0,11,0,62%,380,17,1,1,3
6429,1,11,0,67%,590,7,3,7,1
6429,0,6,0,33%,310,10,3,4,1
6430,1,17,0,70%,533,11,1,5,1
6430,0,13,0,30%,229,14,1,4,1
6431,1,15,0,58%,462,20,0,6,3
6431,0,10,0,42%,341,23,0,5,0
6432,1,11,0,34%,268,21,3,4,1
6432,0,11,0,66%,497,16,3,6,1
6433,1,9,0,42%,391,18,1,5,1
6433,0,25,0,58%,523,7,3,14,1
6434,1,13,0,56%,537,14,1,10,3
6434,0,19,0,44%,443,10,5,1,0
6435,1,18,0,62%,495,12,3,6,3
6435,0,9,0,38%,313,26,1,2,0
6436,1,20,0,44%,434,17,4,11,0
6436,0,14,0,56%,535,8,4,5,3
6437,1,17,0,54%,406,11,0,11,3
6437,0,12,0,46%,362,16,2,5,0
6438,1,12,0,59%,622,12,6,2,3
6438,0,4,0,41%,451,15,3,1,0
6439,1,10,0,34%,270,20,5,5,1
6439,0,13,0,66%,529,24,3,5,1
6440,1,8,0,63%,536,10,3,2,1
6440,0,12,0,37%,318,24,3,5,1
6441,1,13,0,46%,403,21,2,7,1
6441,0,8,0,54%,484,12,1,2,1
6442,1,13,0,51%,419,18,0,6,1
6442,0,11,0,49%,407,12,1,3,1
6443,1,12,0,54%,420,22,1,4,3
6443,0,7,0,46%,373,18,3,1,0
6444,1,10,3,34%,333,8,5,3,3
6444,0,16,4,66%,645,12,1,5,0
6445,1,15,0,53%,390,20,1,8,3
6445,0,14,0,47%,360,12,3,4,0
6446,1,9,0,34%,282,16,3,1,3
6446,0,20,0,66%,537,15,1,7,0
6447,1,14,0,58%,562,23,0,5,0
6447,0,6,0,42%,411,15,1,3,3
6448,1,15,0,55%,530,8,0,5,3
6448,0,10,0,45%,449,14,1,4,0
6449,1,11,0,52%,430,14,3,7,1
6449,0,10,0,48%,426,13,1,5,1
6450,1,27,0,66%,544,7,1,15,1
6450,0,6,0,34%,293,9,1,4,1
6451,1,17,0,66%,527,16,0,9,3
6451,0,4,0,34%,298,19,1,1,0
6452,1,10,8,48%,426,17,3,7,1
6452,0,11,4,52%,447,17,1,5,1
6453,1,16,0,43%,342,21,1,4,0
6453,0,16,0,57%,447,18,2,5,3
6454,1,11,0,56%,581,7,4,8,0
6454,0,12,0,44%,479,12,0,1,3
6455,1,18,0,61%,518,19,1,8,3
6455,0,6,0,39%,346,13,1,2,0
6456,1,15,3,44%,377,16,0,2,3
6456,0,6,0,56%,459,17,0,7,0
6457,1,12,0,55%,572,19,1,4,0
6457,0,13,0,45%,471,18,4,2,3
6458,1,13,0,49%,457,9,2,5,3
6458,0,11,0,51%,454,14,0,5,0
6459,1,15,0,45%,335,18,3,13,1
6459,0,8,0,55%,403,21,3,2,1
6460,1,17,0,62%,593,16,4,0,0
6460,0,11,0,38%,373,19,5,2,3
6461,1,19,0,51%,387,17,1,6,3
6461,0,15,0,49%,376,23,1,9,0
6462,1,14,0,67%,648,14,0,7,0
6462,0,3,0,33%,331,14,3,3,3
6463,1,5,0,51%,419,11,3,9,3
6463,0,14,0,49%,399,23,2,7,0
6464,1,17,0,37%,257,16,0,5,3
6464,0,12,0,63%,456,19,1,5,0
6465,1,9,1,48%,418,30,3,7,0
6465,0,13,0,52%,449,15,4,4,3
6466,1,8,0,52%,385,25,1,6,3
6466,0,17,0,48%,368,15,2,2,0
6467,1,17,0,51%,391,14,1,5,3
6467,0,5,0,49%,384,18,1,2,0
6468,1,16,0,45%,330,24,3,4,0
6468,0,11,0,55%,415,19,1,1,3
6469,1,14,0,55%,529,7,5,3,1
6469,0,13,0,45%,433,15,2,7,1
6470,1,8,0,45%,439,12,0,2,3
6470,0,12,0,55%,520,11,3,3,0
6471,1,12,4,61%,561,12,0,4,3
6471,0,10,1,39%,363,18,0,2,0
6472,1,20,0,76%,718,13,1,11,1
6472,0,6,0,24%,238,12,3,3,1
6473,1,12,0,52%,502,10,2,2,3
6473,0,10,0,48%,477,17,2,4,0
6474,1,18,0,51%,354,20,1,9,3
6474,0,13,0,49%,374,14,2,2,0
6475,1,27,0,72%,662,14,0,10,0
6475,0,8,0,28%,271,13,0,2,3
6476,1,7,0,38%,310,11,1,2,3
6476,0,15,0,62%,479,12,1,7,0
6477,1,7,0,53%,499,12,2,7,0
6477,0,11,0,47%,441,12,1,5,3
6478,1,12,0,60%,541,12,4,3,3
6478,0,10,0,40%,372,9,3,5,0
6479,1,11,0,40%,270,16,1,2,1
6479,0,10,0,60%,386,19,1,5,1
6480,1,26,0,61%,548,9,1,6,0
6480,0,6,0,39%,384,10,0,1,3
6481,1,13,4,62%,546,12,1,4,3
6481,0,6,5,38%,337,17,2,4,0
6482,1,12,0,51%,464,16,1,3,3
6482,0,19,0,49%,432,15,1,9,0
6483,1,10,0,60%,461,22,0,9,1
6483,0,7,0,40%,312,22,1,3,1
6484,1,13,0,52%,358,20,5,6,3
6484,0,18,0,48%,338,18,1,8,0
6485,1,18,0,55%,411,18,4,7,0
6485,0,9,0,45%,358,26,1,0,3
6486,1,12,0,69%,489,15,4,7,3
6486,0,11,0,31%,229,15,1,4,0
6487,1,8,0,37%,282,17,1,4,3
6487,0,16,0,63%,474,17,0,4,0
6488,1,16,0,51%,368,19,3,2,0
6488,0,8,0,49%,373,18,2,2,3
6489,1,16,0,48%,451,19,0,6,1
6489,0,12,0,52%,501,11,0,3,1
6490,1,8,0,46%,376,19,0,7,1
6490,0,17,0,54%,452,15,0,5,1
6491,1,9,0,39%,291,14,1,6,3
6491,0,9,0,61%,462,19,2,4,0
6492,1,22,0,46%,434,17,2,5,0
6492,0,10,0,54%,481,20,1,2,3
6493,1,15,0,62%,538,9,0,9,3
6493,0,9,0,38%,336,9,4,5,0
6494,1,12,3,53%,498,9,2,4,3
6494,0,9,4,47%,449,15,0,4,0
6495,1,12,0,54%,424,25,3,9,3
6495,0,8,0,46%,396,8,0,3,0
6496,1,20,0,61%,617,10,2,9,3
6496,0,12,0,39%,398,10,0,5,0
6497,1,10,0,55%,422,22,5,3,3
6497,0,10,0,45%,357,22,2,2,0
6498,1,12,0,43%,410,12,5,4,3
6498,0,16,0,57%,547,7,1,9,0
6499,1,12,0,45%,399,23,6,7,3
6499,0,15,0,55%,494,12,1,5,0
6500,1,17,0,49%,395,17,3,3,3
6500,0,15,0,51%,415,12,1,3,0
6501,1,10,5,33%,323,16,1,3,3
6501,0,7,3,67%,652,7,2,5,0
6502,1,22,0,60%,521,18,2,2,1
6502,0,13,0,40%,349,24,0,3,1
6503,1,30,0,62%,501,9,0,14,3
6503,0,8,0,38%,315,19,1,2,0
6504,1,20,0,53%,488,9,1,10,0
6504,0,9,0,47%,445,17,1,3,3
6505,1,25,0,52%,344,20,2,11,3
6505,0,10,0,48%,336,18,2,2,0
6506,1,12,0,61%,562,15,1,4,3
6506,0,10,0,39%,363,15,4,6,0
6507,1,16,0,41%,277,16,4,7,3
6507,0,19,0,59%,370,15,0,12,0
6508,1,17,0,56%,572,13,4,5,3
6508,0,7,0,44%,453,16,2,1,0
6509,1,10,0,35%,345,12,2,2,3
6509,0,19,0,65%,617,12,4,7,0
6510,1,21,0,68%,663,6,4,6,1
6510,0,11,0,32%,316,8,1,4,1
6511,1,11,3,51%,315,16,3,5,1
6511,0,13,4,49%,305,17,3,5,1
6512,1,20,0,65%,513,12,5,14,3
6512,0,9,0,35%,296,14,0,1,0
6513,1,9,0,49%,456,24,4,3,0
6513,0,10,0,51%,479,11,2,2,3
6514,1,15,0,64%,473,11,3,12,0
6514,0,7,0,36%,294,14,0,2,3
6515,1,14,0,48%,427,13,2,7,0
6515,0,9,0,52%,483,12,2,3,3
6516,1,22,0,52%,501,9,0,4,1
6516,0,17,0,48%,479,11,3,3,1
6517,1,14,0,56%,355,13,1,7,1
6517,0,10,0,44%,301,27,1,5,1
6518,1,21,0,63%,511,9,2,3,0
6518,0,8,0,37%,313,19,0,3,3
6519,1,21,0,63%,557,11,1,2,3
6519,0,15,0,37%,334,17,4,3,0
6520,1,18,0,62%,537,14,2,12,3
6520,0,9,0,38%,338,16,2,1,0
6521,1,20,0,51%,390,13,1,5,1
6521,0,10,0,49%,384,14,3,6,1
6522,1,8,0,51%,368,19,4,4,1
6522,0,16,0,49%,370,23,4,3,1
6523,1,14,0,61%,469,17,3,8,0
6523,0,15,0,39%,320,22,0,3,3
6524,1,17,0,58%,476,19,3,2,3
6524,0,7,0,42%,354,17,5,4,0
6525,1,18,12,48%,461,12,4,6,0
6525,0,7,1,52%,480,16,3,7,3
6526,1,22,0,62%,450,21,1,13,0
6526,0,15,0,38%,299,18,0,4,3
6527,1,19,0,57%,505,9,0,8,3
6527,0,18,0,43%,400,14,2,3,0
6528,1,11,0,64%,558,8,1,4,3
6528,0,8,0,36%,305,14,0,10,0
6529,1,15,0,57%,494,22,0,13,3
6529,0,7,0,43%,382,10,3,2,0
6530,1,15,0,47%,339,19,2,8,0
6530,0,7,0,53%,401,20,1,3,3
6531,1,14,0,59%,539,10,3,8,3
6531,0,8,0,41%,381,13,2,4,0
6532,1,12,3,52%,345,22,2,7,3
6532,0,8,2,48%,336,16,2,3,0
6533,1,21,0,41%,373,11,1,8,3
6533,0,7,0,59%,550,22,1,0,0
6534,1,17,0,36%,375,10,2,4,3
6534,0,18,0,64%,655,14,3,5,0
6535,1,19,0,43%,383,17,1,7,3
6535,0,9,0,57%,508,15,1,4,0
6536,1,20,0,66%,472,22,3,7,3
6536,0,8,0,34%,260,19,2,3,0
6537,1,12,0,45%,373,15,2,9,3
6537,0,20,0,55%,438,9,6,9,0
6538,1,14,0,63%,513,26,1,4,0
6538,0,8,0,37%,302,24,4,3,3
6539,1,9,0,57%,453,15,4,8,1
6539,0,13,0,43%,355,16,2,0,1
6540,1,13,0,56%,467,14,6,10,3
6540,0,5,0,44%,373,19,1,2,0
6541,1,15,2,56%,484,9,1,6,1
6541,0,11,0,44%,386,12,1,6,1
6542,1,17,0,54%,407,18,1,4,1
6542,0,9,0,46%,361,21,1,2,1
6543,1,18,0,60%,366,12,5,8,3
6543,0,20,0,40%,238,18,5,10,0
6544,1,10,0,45%,401,11,1,6,3
6544,0,15,0,55%,477,13,2,6,0
6545,1,17,0,49%,450,15,1,6,0
6545,0,13,0,51%,475,10,5,7,3
6546,1,19,0,55%,371,11,3,12,3
6546,0,11,0,45%,335,11,1,3,0
6547,1,22,0,65%,480,20,0,6,3
6547,0,6,0,35%,277,16,3,2,0
6548,1,9,0,64%,639,13,1,11,0
6548,0,11,0,36%,359,12,1,6,3
6549,1,17,0,61%,428,18,2,5,1
6549,0,13,0,39%,297,21,1,0,1
6550,1,16,0,51%,414,21,0,11,0
6550,0,9,0,49%,408,14,1,8,3
6551,1,9,0,39%,333,17,3,3,3
6551,0,12,0,61%,522,13,3,5,0
6552,1,11,0,38%,268,17,5,4,1
6552,0,9,0,62%,436,12,0,4,1
6553,1,26,0,55%,311,16,4,13,3
6553,0,10,0,45%,273,22,3,6,0
6554,1,7,0,45%,360,10,0,6,3
6554,0,13,0,55%,428,23,2,5,0
6555,1,27,0,62%,543,11,1,9,3
6555,0,12,0,38%,345,14,1,7,0
6556,1,8,0,48%,339,21,1,4,3
6556,0,11,0,52%,360,19,1,7,0
6557,1,21,0,55%,488,7,3,4,0
6557,0,7,0,45%,403,13,0,3,3
6558,1,19,7,61%,543,9,5,4,1
6558,0,9,3,39%,369,17,4,1,1
6559,1,12,0,38%,287,17,3,4,1
6559,0,10,0,62%,458,17,1,2,1
6560,1,17,0,47%,391,12,2,7,3
6560,0,10,0,53%,442,22,1,1,0
6561,1,13,0,58%,484,14,0,5,1
6561,0,19,0,42%,328,11,1,6,1
6562,1,9,0,44%,348,16,3,3,1
6562,0,9,0,56%,420,18,1,5,1
6563,1,8,0,56%,459,11,0,4,1
6563,0,7,0,44%,355,26,5,7,1
6564,1,17,0,52%,405,16,3,4,3
6564,0,16,0,48%,373,10,2,7,0
6565,1,11,0,36%,276,17,3,5,0
6565,0,12,0,64%,480,17,0,14,3
6566,1,8,0,59%,502,17,0,9,0
6566,0,9,0,41%,381,13,1,1,3
6567,1,10,0,67%,650,9,2,4,3
6567,0,14,0,33%,337,10,2,2,0
6568,1,14,0,45%,405,15,1,3,3
6568,0,18,0,55%,481,16,2,7,0
6569,1,12,0,51%,380,16,5,3,1
6569,0,15,0,49%,361,18,2,3,1
6570,1,18,0,69%,545,15,0,7,0
6570,0,7,0,31%,262,21,3,5,3
6571,1,5,0,58%,456,17,7,4,1
6571,0,16,0,42%,339,19,0,4,1
6572,1,15,0,51%,339,20,3,10,0
6572,0,6,0,49%,347,13,1,2,3
6573,1,9,0,57%,426,11,5,6,3
6573,0,5,0,43%,341,19,3,1,0
6574,1,16,5,42%,354,13,0,2,3
6574,0,9,3,58%,466,20,0,7,0
6575,1,4,0,37%,354,14,1,0,3
6575,0,14,0,63%,579,16,5,3,0
6576,1,27,0,52%,515,16,0,7,0
6576,0,8,0,48%,485,12,1,2,3
6577,1,23,0,57%,434,15,3,13,0
6577,0,9,0,43%,358,11,2,2,3
6578,1,29,0,61%,442,15,2,12,3
6578,0,8,0,39%,304,18,1,3,0
6579,1,23,0,62%,535,11,1,4,3
6579,0,10,0,38%,335,13,2,5,0
6580,1,15,0,58%,590,13,1,10,3
6580,0,8,0,42%,430,12,1,3,0
6581,1,6,0,35%,246,19,1,6,3
6581,0,12,0,65%,446,26,0,3,0
6582,1,10,0,49%,421,23,1,6,1
6582,0,8,0,51%,444,9,1,1,1
6583,1,21,0,68%,569,13,3,13,1
6583,0,7,0,32%,291,11,0,1,1
6584,1,10,0,47%,399,15,1,8,3
6584,0,7,0,53%,476,8,4,1,0
6585,1,12,0,46%,361,20,1,3,0
6585,0,13,0,54%,400,23,4,4,3
6586,1,6,0,55%,446,19,3,3,0
6586,0,13,0,45%,381,19,2,8,3
6587,1,12,0,51%,338,9,0,8,3
6587,0,6,0,49%,369,13,0,2,0
6588,1,5,0,54%,416,21,1,1,3
6588,0,14,0,46%,352,21,0,7,0
6589,1,8,0,50%,517,12,5,2,1
6589,0,13,0,50%,502,10,2,4,1
6590,1,12,0,72%,548,8,1,9,1
6590,0,6,0,28%,224,22,0,3,1
6591,1,10,0,40%,379,10,1,4,3
6591,0,17,0,60%,533,9,1,9,0
6592,1,10,7,44%,436,11,3,1,3
6592,0,12,3,56%,536,12,4,6,0
6593,1,11,0,55%,361,9,4,7,1
6593,0,19,0,45%,296,19,2,4,1
6594,1,13,0,34%,261,18,1,2,1
6594,0,23,0,66%,495,15,0,8,1
6595,1,15,0,62%,584,18,2,5,0
6595,0,13,0,38%,368,18,0,4,3
6596,1,21,0,61%,544,9,1,12,3
6596,0,8,0,39%,384,17,1,3,0
6597,1,12,0,42%,347,10,1,6,3
6597,0,11,0,58%,474,14,2,4,0
6598,1,8,0,37%,322,16,0,5,3
6598,0,3,0,63%,546,12,1,2,0
6599,1,16,4,53%,410,11,5,11,1
6599,0,11,2,47%,395,11,2,3,1
6600,1,15,0,54%,413,22,2,7,1
6600,0,10,0,46%,371,14,1,3,1
6601,1,13,0,41%,297,18,1,3,3
6601,0,16,0,59%,439,16,1,5,0
6602,1,9,0,42%,381,11,1,2,3
6602,0,7,0,58%,521,7,3,3,0
6603,1,11,0,52%,342,20,0,3,3
6603,0,11,0,48%,328,18,5,4,0
6604,1,18,0,59%,491,13,4,4,0
6604,0,10,0,41%,338,20,5,2,3
6605,1,13,0,48%,386,15,2,6,1
6605,0,12,0,52%,419,24,0,7,1
6606,1,11,0,54%,485,15,2,6,3
6606,0,14,0,46%,430,8,5,6,0
6607,1,14,0,57%,507,15,3,5,3
6607,0,18,0,43%,379,12,3,3,0
6608,1,15,0,42%,272,21,1,11,3
6608,0,3,0,58%,395,25,3,3,0
6609,1,13,0,37%,315,24,1,5,1
6609,0,11,0,63%,522,15,0,9,1
6610,1,17,0,67%,503,15,4,4,1
6610,0,7,0,33%,256,20,2,5,1
6611,1,14,0,53%,398,15,2,3,0
6611,0,10,0,47%,343,20,9,5,3
6612,1,13,0,63%,491,11,2,8,3
6612,0,6,0,37%,295,14,1,7,0
6613,1,16,0,60%,482,12,2,9,3
6613,0,5,0,40%,331,28,0,2,0
6614,1,13,0,39%,349,15,3,6,0
6614,0,26,0,61%,509,14,0,10,3
6615,1,7,0,58%,485,12,1,4,3
6615,0,12,0,42%,350,15,3,7,0
6616,1,12,0,37%,314,24,1,4,3
6616,0,13,0,63%,530,9,3,7,0
6617,1,16,0,58%,360,15,1,2,0
6617,0,10,0,42%,266,18,0,5,3
6618,1,13,0,51%,412,13,0,6,3
6618,0,12,0,49%,396,10,0,4,0
6619,1,18,0,44%,378,19,1,3,1
6619,0,15,0,56%,483,12,1,2,1
6620,1,18,0,66%,455,12,2,4,1
6620,0,11,0,34%,238,22,0,9,1
6621,1,30,0,59%,454,9,2,8,3
6621,0,5,0,41%,346,22,0,0,0
6622,1,14,0,61%,509,15,1,6,3
6622,0,12,0,39%,332,15,0,5,0
6623,1,16,0,51%,403,13,4,5,0
6623,0,8,0,49%,410,16,5,5,3
6624,1,15,0,49%,389,20,1,8,3
6624,0,13,0,51%,416,24,3,2,0
6625,1,18,0,51%,433,14,1,7,0
6625,0,10,0,49%,434,16,1,4,3
6626,1,18,0,59%,484,16,2,8,3
6626,0,6,0,41%,341,16,1,4,0
6627,1,17,0,56%,484,15,1,8,3
6627,0,9,0,44%,385,20,2,3,0
6628,1,15,0,52%,471,15,6,8,1
6628,0,2,0,48%,458,8,0,0,1
6629,1,24,0,62%,623,18,1,7,1
6629,0,3,0,38%,383,17,1,0,1
6630,1,16,0,67%,506,18,5,13,1
6630,0,6,0,33%,264,16,1,0,1
6631,1,11,0,63%,474,18,0,9,3
6631,0,7,0,37%,288,19,2,4,0
6632,1,12,0,46%,374,17,3,8,0
6632,0,12,0,54%,428,13,4,6,3
6633,1,22,0,73%,611,13,3,11,0
6633,0,4,0,27%,242,12,2,3,3
6634,1,18,0,43%,351,15,1,6,0
6634,0,17,0,57%,492,13,2,3,3
6635,1,8,0,59%,428,17,2,5,3
6635,0,16,0,41%,304,20,2,5,0
6636,1,9,0,48%,379,20,1,4,3
6636,0,12,0,52%,389,19,4,8,0
6637,1,10,0,42%,344,12,0,6,3
6637,0,13,0,58%,477,14,3,6,0
6638,1,18,0,54%,323,21,4,11,3
6638,0,10,0,46%,306,15,1,4,0
6639,1,10,0,37%,292,16,4,6,1
6639,0,8,0,63%,507,25,1,4,1
6640,1,24,0,55%,417,9,2,11,3
6640,0,7,0,45%,362,18,7,4,0
6641,1,18,0,51%,406,17,3,5,3
6641,0,17,0,49%,394,17,5,6,0
6642,1,12,0,36%,278,22,3,3,3
6642,0,12,0,64%,465,15,1,9,0
6643,1,14,0,39%,370,15,0,5,3
6643,0,11,0,61%,576,9,3,2,0
6644,1,11,0,45%,339,16,3,3,3
6644,0,9,0,55%,405,20,1,7,0
6645,1,18,0,64%,446,15,2,10,3
6645,0,6,0,36%,262,19,2,0,0
6646,1,15,0,51%,335,20,1,6,3
6646,0,8,0,49%,328,19,3,2,0
6647,1,9,0,51%,447,15,1,2,0
6647,0,17,0,49%,433,17,5,8,3
6648,1,9,0,62%,586,19,0,1,3
6648,0,10,0,38%,370,13,5,3,0
6649,1,21,0,59%,484,19,5,10,0
6649,0,8,0,41%,341,8,2,5,3
6650,1,17,0,45%,409,14,1,6,1
6650,0,16,0,55%,494,8,4,6,1
6651,1,12,0,59%,431,10,3,9,1
6651,0,7,0,41%,305,12,1,5,1
6652,1,11,0,60%,444,23,5,5,3
6652,0,7,0,40%,303,16,4,2,0
6653,1,16,0,53%,360,11,1,7,0
6653,0,13,0,47%,327,12,1,4,3
6654,1,16,0,62%,480,16,4,9,3
6654,0,9,0,38%,312,16,2,1,0
6655,1,13,0,47%,353,20,3,4,3
6655,0,16,0,53%,395,16,2,7,0
6656,1,13,0,52%,402,18,3,6,3
6656,0,11,0,48%,384,17,1,3,0
6657,1,20,0,60%,456,25,1,10,3
6657,0,7,0,40%,325,17,0,3,0
6658,1,17,0,64%,459,14,3,11,3
6658,0,9,0,36%,276,18,0,4,0
6659,1,16,0,49%,444,14,5,7,1
6659,0,11,0,51%,458,16,1,2,1
6660,1,9,0,47%,368,17,1,4,1
6660,0,10,0,53%,386,13,2,8,1
6661,1,10,0,41%,368,15,4,4,1
6661,0,13,0,59%,526,12,5,5,1
6662,1,24,0,65%,452,13,0,4,3
6662,0,9,0,35%,252,13,0,5,0
6663,1,17,0,40%,313,16,5,5,3
6663,0,5,0,60%,488,18,3,3,0
6664,1,17,0,57%,492,12,1,15,0
6664,0,6,0,43%,399,13,0,3,3
6665,1,23,0,59%,523,10,2,12,3
6665,0,8,0,41%,403,10,3,2,0
6666,1,16,0,63%,612,13,1,3,0
6666,0,6,0,37%,376,15,1,4,3
6667,1,12,0,59%,529,19,2,8,3
6667,0,11,0,41%,381,18,2,2,0
6668,1,9,0,54%,512,14,2,2,0
6668,0,12,0,46%,436,8,0,5,3
6669,1,15,0,66%,519,18,3,8,0
6669,0,12,0,34%,279,24,1,2,3
6670,1,12,0,67%,635,16,0,9,1
6670,0,12,0,33%,325,16,1,1,1
6671,1,13,0,48%,377,12,2,4,1
6671,0,7,0,52%,420,23,2,2,1
